sides,defector,cooperator,radio,pay,factor,tolerance,info_seed,info_generations,status_undetermined
60,0.2,0.8,1,1,1.3,57,0,1,True
60,0.2,0.8,1,1,1.3,57,1,1,True
60,0.2,0.8,1,1,1.3,57,2,1,True
60,0.2,0.8,1,1,1.3,57,3,1,True
60,0.2,0.8,1,1,1.3,57,4,1,True
60,0.2,0.8,1,1,1.3,57,5,1,True
60,0.2,0.8,1,1,1.3,57,6,1,True
60,0.2,0.8,1,1,1.3,57,7,1,True
60,0.2,0.8,1,1,1.3,57,8,1,True
60,0.2,0.8,1,1,1.3,57,9,1,True
60,0.2,0.8,1,1,1.3,57,10,1,True
60,0.2,0.8,1,1,1.3,57,11,1,True
60,0.2,0.8,1,1,1.3,57,12,1,True
60,0.2,0.8,1,1,1.3,57,13,1,True
60,0.2,0.8,1,1,1.3,57,14,1,True
60,0.2,0.8,1,1,1.3,57,15,2,True
60,0.2,0.8,1,1,1.3,57,16,1,True
60,0.2,0.8,1,1,1.3,57,17,1,True
60,0.2,0.8,1,1,1.3,57,18,1,True
60,0.2,0.8,1,1,1.3,57,19,1,True
60,0.2,0.8,1,1,1.3,57,20,1,True
60,0.2,0.8,1,1,1.3,57,21,1,True
60,0.2,0.8,1,1,1.3,57,22,1,True
60,0.2,0.8,1,1,1.3,57,23,1,True
60,0.2,0.8,1,1,1.3,57,24,2,True
60,0.2,0.8,1,1,1.3,57,25,1,True
60,0.2,0.8,1,1,1.3,57,26,1,True
60,0.2,0.8,1,1,1.3,57,27,1,True
60,0.2,0.8,1,1,1.3,57,28,1,True
60,0.2,0.8,1,1,1.3,57,29,1,True
60,0.2,0.8,1,1,1.3,57,30,1,True
60,0.2,0.8,1,1,1.3,57,31,1,True
60,0.2,0.8,1,1,1.3,57,32,1,True
60,0.2,0.8,1,1,1.3,57,33,2,True
60,0.2,0.8,1,1,1.3,57,34,1,True
60,0.2,0.8,1,1,1.3,57,35,1,True
60,0.2,0.8,1,1,1.3,57,36,1,True
60,0.2,0.8,1,1,1.3,57,37,1,True
60,0.2,0.8,1,1,1.3,57,38,1,True
60,0.2,0.8,1,1,1.3,57,39,1,True
60,0.2,0.8,1,1,1.3,57,40,2,True
60,0.2,0.8,1,1,1.3,57,41,1,True
60,0.2,0.8,1,1,1.3,57,42,1,True
60,0.2,0.8,1,1,1.3,57,43,1,True
60,0.2,0.8,1,1,1.3,57,44,1,True
60,0.2,0.8,1,1,1.3,57,45,1,True
60,0.2,0.8,1,1,1.3,57,46,1,True
60,0.2,0.8,1,1,1.3,57,47,1,True
60,0.2,0.8,1,1,1.3,57,48,1,True
60,0.2,0.8,1,1,1.3,57,49,1,True
60,0.2,0.8,1,1,1.3,57,50,1,True
60,0.2,0.8,1,1,1.3,57,51,1,True
60,0.2,0.8,1,1,1.3,57,52,1,True
60,0.2,0.8,1,1,1.3,57,53,1,True
60,0.2,0.8,1,1,1.3,57,54,1,True
60,0.2,0.8,1,1,1.3,57,55,1,True
60,0.2,0.8,1,1,1.3,57,56,1,True
60,0.2,0.8,1,1,1.3,57,57,2,True
60,0.2,0.8,1,1,1.3,57,58,1,True
60,0.2,0.8,1,1,1.3,57,59,1,True
60,0.2,0.8,1,1,1.3,57,60,1,True
60,0.2,0.8,1,1,1.3,57,61,1,True
60,0.2,0.8,1,1,1.3,57,62,1,True
60,0.2,0.8,1,1,1.3,57,63,1,True
60,0.2,0.8,1,1,1.3,57,64,2,True
60,0.2,0.8,1,1,1.3,57,65,1,True
60,0.2,0.8,1,1,1.3,57,66,1,True
60,0.2,0.8,1,1,1.3,57,67,1,True
60,0.2,0.8,1,1,1.3,57,68,1,True
60,0.2,0.8,1,1,1.3,57,69,1,True
60,0.2,0.8,1,1,1.3,57,70,2,True
60,0.2,0.8,1,1,1.3,57,71,1,True
60,0.2,0.8,1,1,1.3,57,72,1,True
60,0.2,0.8,1,1,1.3,57,73,1,True
60,0.2,0.8,1,1,1.3,57,74,1,True
60,0.2,0.8,1,1,1.3,57,75,1,True
60,0.2,0.8,1,1,1.3,57,76,1,True
60,0.2,0.8,1,1,1.3,57,77,1,True
60,0.2,0.8,1,1,1.3,57,78,1,True
60,0.2,0.8,1,1,1.3,57,79,3,True
60,0.2,0.8,1,1,1.3,57,80,1,True
60,0.2,0.8,1,1,1.3,57,81,2,True
60,0.2,0.8,1,1,1.3,57,82,1,True
60,0.2,0.8,1,1,1.3,57,83,2,True
60,0.2,0.8,1,1,1.3,57,84,1,True
60,0.2,0.8,1,1,1.3,57,85,2,True
60,0.2,0.8,1,1,1.3,57,86,2,True
60,0.2,0.8,1,1,1.3,57,87,1,True
60,0.2,0.8,1,1,1.3,57,88,2,True
60,0.2,0.8,1,1,1.3,57,89,2,True
60,0.2,0.8,1,1,1.3,57,90,1,True
60,0.2,0.8,1,1,1.3,57,91,1,True
60,0.2,0.8,1,1,1.3,57,92,1,True
60,0.2,0.8,1,1,1.3,57,93,1,True
60,0.2,0.8,1,1,1.3,57,94,2,True
60,0.2,0.8,1,1,1.3,57,95,1,True
60,0.2,0.8,1,1,1.3,57,96,1,True
60,0.2,0.8,1,1,1.3,57,97,3,True
60,0.2,0.8,1,1,1.3,57,98,1,True
60,0.2,0.8,1,1,1.3,57,99,1,True
60,0.2,0.8,1,1,1.3,57,100,2,True
60,0.2,0.8,1,1,1.3,57,101,1,True
60,0.2,0.8,1,1,1.3,57,102,1,True
60,0.2,0.8,1,1,1.3,57,103,1,True
60,0.2,0.8,1,1,1.3,57,104,1,True
60,0.2,0.8,1,1,1.3,57,105,2,True
60,0.2,0.8,1,1,1.3,57,106,2,True
60,0.2,0.8,1,1,1.3,57,107,1,True
60,0.2,0.8,1,1,1.3,57,108,1,True
60,0.2,0.8,1,1,1.3,57,109,1,True
60,0.2,0.8,1,1,1.3,57,110,1,True
60,0.2,0.8,1,1,1.3,57,111,2,True
60,0.2,0.8,1,1,1.3,57,112,1,True
60,0.2,0.8,1,1,1.3,57,113,2,True
60,0.2,0.8,1,1,1.3,57,114,2,True
60,0.2,0.8,1,1,1.3,57,115,2,True
60,0.2,0.8,1,1,1.3,57,116,2,True
60,0.2,0.8,1,1,1.3,57,117,2,True
60,0.2,0.8,1,1,1.3,57,118,1,True
60,0.2,0.8,1,1,1.3,57,119,2,True
60,0.2,0.8,1,1,1.3,57,120,1,True
60,0.2,0.8,1,1,1.3,57,121,1,True
60,0.2,0.8,1,1,1.3,57,122,1,True
60,0.2,0.8,1,1,1.3,57,123,1,True
60,0.2,0.8,1,1,1.3,57,124,1,True
60,0.2,0.8,1,1,1.3,57,125,1,True
60,0.2,0.8,1,1,1.3,57,126,1,True
60,0.2,0.8,1,1,1.3,57,127,1,True
60,0.2,0.8,1,1,1.3,57,128,1,True
60,0.2,0.8,1,1,1.3,57,129,1,True
60,0.2,0.8,1,1,1.3,57,130,1,True
60,0.2,0.8,1,1,1.3,57,131,1,True
60,0.2,0.8,1,1,1.3,57,132,1,True
60,0.2,0.8,1,1,1.3,57,133,2,True
60,0.2,0.8,1,1,1.3,57,134,2,True
60,0.2,0.8,1,1,1.3,57,135,1,True
60,0.2,0.8,1,1,1.3,57,136,1,True
60,0.2,0.8,1,1,1.3,57,137,1,True
60,0.2,0.8,1,1,1.3,57,138,1,True
60,0.2,0.8,1,1,1.3,57,139,1,True
60,0.2,0.8,1,1,1.3,57,140,1,True
60,0.2,0.8,1,1,1.3,57,141,1,True
60,0.2,0.8,1,1,1.3,57,142,1,True
60,0.2,0.8,1,1,1.3,57,143,1,True
60,0.2,0.8,1,1,1.3,57,144,1,True
60,0.2,0.8,1,1,1.3,57,145,1,True
60,0.2,0.8,1,1,1.3,57,146,1,True
60,0.2,0.8,1,1,1.3,57,147,1,True
60,0.2,0.8,1,1,1.3,57,148,1,True
60,0.2,0.8,1,1,1.3,57,149,1,True
60,0.2,0.8,1,1,1.3,57,150,2,True
60,0.2,0.8,1,1,1.3,57,151,1,True
